,year,month,intent,police,sex,age,race,hispanic,place,education
81259,14,7,0,0,0,24,1,100,0,2
81260,14,7,1,0,0,23,3,100,0,1
81261,14,7,1,0,0,32,3,100,0,2
81262,14,7,1,0,0,19,3,100,1,2
81263,14,7,0,0,0,58,1,100,2,2
81264,14,5,0,0,0,26,1,100,0,2
81265,14,7,1,0,1,23,1,100,1,5
81266,14,7,0,0,1,46,3,100,0,2
81267,14,7,0,0,0,20,1,100,2,3
81268,14,8,1,0,0,29,3,100,0,3
81269,14,8,0,0,0,51,1,100,0,1
81270,14,7,0,0,0,70,1,100,0,1
81271,14,7,1,0,0,38,3,100,0,1
81272,14,8,1,0,0,33,3,100,1,2
81273,14,7,0,0,0,43,1,100,0,1
81274,14,7,1,0,0,54,1,100,2,3
81275,14,8,0,0,0,40,1,100,0,2
81276,14,7,0,0,0,22,1,100,0,3
81277,14,8,0,0,0,47,1,100,0,1
81278,14,6,1,0,0,21,3,100,1,1
81279,14,7,0,0,0,56,1,100,0,1
81280,14,8,0,0,0,19,0,100,3,3
81281,14,4,1,0,0,22,3,100,1,2
81282,14,5,0,0,0,31,3,100,0,2
81283,14,8,0,0,1,48,1,100,0,2
81284,14,7,0,0,0,25,1,100,0,2
81285,14,6,1,0,1,19,1,100,0,2
81286,14,8,1,0,0,33,3,100,0,3
81287,14,7,0,0,0,24,1,100,0,3
81288,14,8,0,0,0,40,1,100,0,2
81289,14,8,1,0,0,31,3,100,1,1
81290,14,4,0,0,0,70,1,100,0,3
81291,14,7,0,0,0,43,1,100,2,4
81292,14,6,1,0,1,27,1,100,5,1
81293,14,2,1,0,0,50,3,100,1,5
81294,14,8,0,0,0,37,1,100,5,2
81295,14,7,1,0,0,61,1,100,1,3
81296,14,7,1,0,0,16,3,100,1,1
81297,14,6,1,0,0,27,3,100,2,2
81298,14,8,1,0,0,7,3,100,1,1
81299,14,8,0,0,0,56,3,100,1,1
81300,14,7,0,0,0,28,3,100,2,3
81301,14,8,0,0,0,58,1,100,0,1
81302,14,7,1,0,0,39,1,100,0,2
81303,14,7,1,0,0,23,3,100,1,2
81304,14,7,1,0,1,27,3,100,0,3
81305,14,8,1,0,0,30,4,260,5,2
81306,14,8,1,0,0,25,3,100,5,2
81307,14,5,1,0,0,23,3,100,5,2
81308,14,8,0,0,0,49,1,100,1,4
81309,14,7,1,0,0,15,3,100,0,1
81310,14,5,1,0,1,28,3,100,1,1
81311,14,3,0,0,0,22,3,100,2,2
81312,14,8,0,0,0,52,1,100,0,3
81313,14,8,1,0,0,29,3,100,1,3
81314,14,6,1,0,0,51,1,100,2,3
81315,14,7,0,0,0,75,1,100,3,3
81316,14,7,1,0,0,31,3,100,1,2
81317,14,7,1,0,0,39,3,100,0,3
81318,14,8,1,0,0,36,3,100,1,2
81319,14,6,1,0,0,37,3,100,0,2
81320,14,8,1,0,1,18,3,100,1,1
81321,14,8,1,0,1,25,3,100,1,2
81322,14,7,0,0,1,52,1,100,0,1
81323,14,5,0,0,0,32,1,100,2,1
81324,14,7,1,0,0,22,3,100,2,1
81325,14,8,0,0,0,63,1,100,0,2
81326,14,8,1,0,0,23,3,100,0,1
81327,14,7,1,0,0,33,1,100,0,1
81328,14,8,1,0,0,38,3,100,0,3
81329,14,7,1,0,0,59,3,100,1,2
81330,14,6,0,0,1,29,1,100,0,4
81331,14,7,0,0,0,76,1,100,0,1
81332,14,7,0,0,1,41,1,100,0,2
81333,14,8,0,0,0,49,1,100,0,1
81334,14,7,0,0,0,65,1,100,0,1
81335,14,8,1,0,0,52,1,100,0,4
81336,14,7,1,0,0,49,1,100,0,2
81337,14,9,0,0,0,35,1,100,0,1
81338,14,8,0,0,0,87,1,100,0,3
81339,14,6,0,0,1,30,1,100,3,4
81340,14,8,1,0,0,48,1,100,0,3
81341,14,8,1,0,1,19,3,100,0,2
81342,14,8,1,0,1,16,3,100,0,1
81343,14,8,0,0,0,22,1,100,0,3
81344,14,6,0,0,0,20,1,100,0,3
81345,14,9,0,0,0,59,1,100,0,2
81346,14,8,1,0,0,51,1,100,0,3
81347,14,9,1,0,0,31,3,100,1,2
81348,14,8,1,0,1,26,3,100,0,3
81349,14,8,0,0,1,64,1,100,0,2
81350,14,9,0,0,0,57,1,100,0,4
81351,14,8,1,0,0,53,3,100,5,3
81352,14,6,1,0,0,19,3,100,0,2
81353,14,9,1,0,0,20,3,100,5,1
81354,14,8,0,0,0,39,1,100,0,4
81355,14,8,0,0,0,20,3,100,2,2
81356,14,8,1,0,0,25,3,100,0,1
81357,14,8,0,0,0,58,1,100,0,2
81358,14,8,1,0,1,18,3,100,1,1
81359,14,8,0,0,0,46,1,100,0,3
81360,14,9,0,0,0,58,1,100,0,1
81361,14,9,0,0,0,74,1,100,0,3
81362,14,9,0,0,0,78,1,100,0,1
81363,14,8,1,1,0,53,1,100,0,3
81364,14,9,0,0,0,36,1,100,0,3
81365,14,9,0,0,0,56,1,100,0,3
81366,14,9,0,0,0,38,3,100,0,2
81367,14,8,1,0,0,25,3,100,1,2
81368,14,7,1,0,0,72,3,100,0,1
81369,14,9,0,0,0,67,1,100,0,4
81370,14,9,1,0,0,68,1,100,0,4
81371,14,7,0,0,1,70,1,100,1,4
81372,14,9,1,0,0,35,3,100,0,2
81373,14,9,1,0,0,36,3,100,0,3
81374,14,8,1,0,0,18,3,100,2,1
81375,14,8,1,0,0,28,3,100,1,4
81376,14,8,0,0,1,53,1,100,2,2
81377,14,8,0,0,1,58,1,100,0,2
81378,14,7,0,0,0,41,1,100,1,1
81379,14,7,1,0,0,30,3,100,1,1
81380,14,9,0,0,0,64,1,100,0,1
81381,14,7,1,0,0,31,1,100,2,2
81382,14,8,0,0,0,44,1,100,0,2
81383,14,9,1,0,0,31,3,100,1,1
81384,14,9,0,0,0,50,1,100,2,1
81385,14,9,0,0,0,57,1,100,0,2
81386,14,9,1,0,0,35,1,100,1,4
81387,14,9,1,0,0,26,3,100,1,2
81388,14,9,0,0,0,24,3,100,2,3
81389,14,9,1,0,0,24,3,100,1,3
81390,14,9,0,0,0,68,1,100,2,4
81391,14,9,1,0,0,28,3,100,2,1
81392,14,6,0,0,0,51,1,100,0,1
81393,14,9,0,0,1,42,1,100,2,3
81394,14,9,0,0,0,66,1,100,0,2
81395,14,9,0,0,1,54,1,100,0,3
81396,14,9,1,0,0,36,3,100,5,2
81397,14,9,0,0,1,59,1,100,0,4
81398,14,7,1,0,1,74,1,100,0,2
81399,14,8,0,0,0,52,1,100,4,3
81400,14,9,1,0,0,17,3,100,1,1
81401,14,9,1,0,0,25,3,100,1,1
81402,14,9,1,0,0,23,3,100,0,2
81403,14,8,0,0,1,33,1,100,0,1
81404,14,9,0,0,0,28,1,100,0,2
81405,14,9,2,0,0,72,3,100,0,1
81406,14,8,1,0,0,22,3,100,1,2
81407,14,9,0,0,0,71,1,100,0,2
81408,14,8,0,0,0,22,3,100,3,3
81409,14,7,0,0,0,49,4,210,0,1
81410,14,9,0,0,0,83,1,100,0,4
81411,14,9,1,0,0,26,3,100,1,1
81412,14,8,1,0,0,58,3,100,0,2
81413,14,10,1,0,1,24,3,100,1,3
81414,14,10,1,0,0,23,3,100,1,1
81415,14,9,0,0,1,23,1,100,0,3
81416,14,8,0,0,0,68,1,100,0,2
81417,14,10,0,0,0,29,1,100,0,3
81418,14,10,0,0,0,78,1,100,0,2
81419,14,10,1,0,0,24,4,223,0,1
81420,14,9,0,0,0,80,1,100,0,1
81421,14,10,0,0,0,41,1,100,0,4
81422,14,8,1,0,0,28,3,100,0,1
81423,14,5,1,0,0,53,1,100,0,3
81424,14,9,1,0,0,40,1,100,0,2
81425,14,10,1,0,0,55,3,100,0,1
81426,14,10,1,0,0,58,1,100,0,4
81427,14,10,1,0,1,60,1,100,0,4
81428,14,10,0,0,0,55,1,100,1,2
81429,14,9,0,0,0,53,3,100,0,4
81430,14,10,1,0,0,26,3,100,0,1
81431,14,9,1,0,0,35,3,100,2,3
81432,14,10,1,0,0,32,3,100,0,2
81433,14,8,2,0,0,77,1,100,0,2
81434,14,9,0,0,0,65,1,100,0,3
81435,14,9,1,0,0,30,3,100,1,3
81436,14,10,0,0,1,70,1,100,0,2
81437,14,7,1,0,0,17,3,100,0,1
81438,14,9,1,0,0,61,3,100,0,3
81439,14,10,1,0,0,18,3,100,1,2
81440,14,9,1,0,0,28,3,100,1,1
81441,14,8,0,0,0,31,3,100,2,3
81442,14,10,0,0,0,52,3,100,0,3
81443,14,8,1,0,0,46,3,100,2,1
81444,14,7,0,0,1,47,3,100,1,4
81445,14,9,1,0,0,35,3,100,0,2
81446,14,10,0,0,1,27,1,100,0,4
81447,14,9,0,0,0,24,3,100,2,3
81448,14,9,1,0,0,31,3,100,2,3
81449,14,10,0,0,1,31,1,100,0,3
81450,14,10,1,0,0,16,3,100,1,1
81451,14,10,1,0,0,17,3,100,1,1
81452,14,9,1,0,0,26,3,100,3,2
81453,14,7,0,0,0,15,1,100,0,1
81454,14,9,1,0,1,53,1,100,0,4
81455,14,8,0,0,0,81,1,100,0,2
81456,14,10,0,0,0,64,1,100,0,4
81457,14,9,0,0,1,58,1,100,2,1
81458,14,9,1,1,0,25,1,100,0,2
81459,14,9,0,0,0,31,1,100,0,3
81460,14,10,0,0,0,24,1,100,2,3
81461,14,10,0,0,0,82,1,100,0,3
81462,14,10,0,0,0,32,1,100,2,3
81463,14,9,1,0,0,14,3,100,2,1
81464,14,9,1,0,0,37,3,100,0,1
81465,14,10,0,0,0,31,3,100,1,1
81466,14,9,1,0,1,47,3,100,1,1
81467,14,10,1,0,1,32,1,100,5,2
81468,14,10,0,0,1,42,1,100,0,2
81469,14,11,0,0,0,29,1,100,0,2
81470,14,11,0,0,0,71,1,100,0,2
81471,14,10,0,0,0,17,1,100,5,1
81472,14,10,0,0,0,87,1,100,0,2
81473,14,10,2,0,0,8,1,100,0,1
81474,14,10,2,0,0,36,1,100,0,1
81475,14,9,1,0,0,23,3,100,1,1
81476,14,10,1,0,0,21,3,100,1,1
81477,14,9,0,0,0,46,1,100,0,4
81478,14,9,0,0,0,72,1,100,0,1
81479,14,10,1,0,1,30,1,100,2,1
81480,14,10,1,0,0,29,3,100,5,2
81481,14,10,0,0,0,52,1,100,2,1
81482,14,9,0,0,0,45,1,100,0,1
81483,14,10,0,0,1,52,3,100,0,1
81484,14,11,1,0,0,25,3,100,5,1
81485,14,11,1,0,0,18,3,100,1,1
81486,14,10,1,0,0,15,3,100,1,1
81487,14,11,0,0,0,35,3,100,0,1
81488,14,11,1,0,0,24,3,100,1,2
81489,14,9,1,0,0,33,3,100,1,1
81490,14,10,1,0,0,17,3,100,1,1
81491,14,10,0,0,0,55,1,100,0,3
81492,14,10,1,0,0,27,3,100,0,2
81493,14,11,1,0,0,24,3,100,1,2
81494,14,9,1,0,0,33,3,100,3,2
81495,14,10,1,0,0,30,3,100,2,2
81496,14,10,0,0,1,48,1,100,0,3
81497,14,10,0,0,1,54,1,100,0,3
81498,14,11,0,0,1,72,3,100,0,4
81499,14,9,0,0,0,25,1,100,0,2
81500,14,10,0,0,0,27,1,100,3,3
81501,14,10,0,0,0,64,1,100,0,2
81502,14,9,1,0,0,19,3,100,1,1
81503,14,10,1,0,1,26,3,100,1,2
81504,14,10,0,0,1,67,1,100,0,3
81505,14,9,1,0,0,35,3,100,5,2
81506,14,9,0,0,0,55,1,100,0,4
81507,14,10,0,0,0,49,1,100,0,2
81508,14,11,0,0,0,64,1,100,3,2
81509,14,10,1,0,0,35,3,100,3,2
81510,14,10,2,0,0,15,1,100,1,1
81511,14,10,0,0,1,23,1,100,0,4
81512,14,10,0,0,0,51,1,100,1,3
81513,14,10,0,0,1,54,1,100,5,1
81514,14,11,0,0,0,76,1,100,1,3
81515,14,11,0,0,0,36,1,100,0,2
81516,14,11,0,0,1,18,1,100,0,2
81517,14,11,0,0,0,18,1,100,1,2
81518,14,11,0,0,1,39,1,100,0,3
81519,14,11,1,0,0,27,3,100,2,4
81520,14,11,0,0,1,60,1,100,0,4
81521,14,11,0,0,1,26,4,223,2,2
81522,14,9,0,0,1,48,1,100,1,2
81523,14,11,0,0,0,80,1,100,0,3
81524,14,11,0,0,0,18,1,100,2,2
81525,14,9,1,0,0,50,3,100,0,3
81526,14,10,0,0,1,23,1,100,0,3
81527,14,10,1,0,0,26,1,100,1,3
81528,14,9,0,0,0,58,1,100,0,1
81529,14,11,1,0,0,32,3,100,1,1
81530,14,8,0,0,0,40,1,100,2,2
81531,14,9,0,0,0,49,1,100,0,2
81532,14,11,1,0,1,22,3,100,1,2
81533,14,9,1,0,0,15,3,100,0,1
81534,14,11,1,0,0,50,3,100,0,4
81535,14,8,0,0,1,39,1,100,0,3
81536,14,9,0,0,1,55,1,100,1,2
81537,14,10,0,0,1,47,3,100,0,3
81538,14,12,0,0,0,61,1,100,0,2
81539,14,11,1,0,0,36,3,100,1,1
81540,14,11,0,0,0,43,1,100,0,3
81541,14,12,0,0,0,52,1,100,4,1
81542,14,11,1,0,0,58,3,100,0,4
81543,14,11,1,0,0,32,3,100,0,1
81544,14,11,0,0,0,65,1,100,0,2
81545,14,10,1,0,1,39,1,100,2,2
81546,14,10,0,0,0,66,1,100,0,2
81547,14,11,0,0,0,62,4,223,0,3
81548,14,11,1,0,0,24,3,100,1,2
81549,14,12,1,0,0,38,1,100,1,4
81550,14,11,0,0,0,20,1,100,0,1
81551,14,11,0,0,0,28,1,100,0,2
81552,14,10,1,0,0,28,3,100,4,1
81553,14,11,0,0,1,51,1,100,0,1
81554,14,10,1,0,0,28,3,100,2,1
81555,14,12,0,0,0,43,1,100,0,2
81556,14,12,1,0,0,36,1,100,0,3
81557,14,10,0,0,0,66,1,100,0,4
81558,14,12,0,0,1,56,1,100,0,2
81559,14,12,0,0,0,54,3,100,0,2
81560,14,11,0,0,1,56,1,100,0,2
81561,14,12,0,0,0,30,1,100,2,4
81562,14,9,2,0,0,3,3,100,0,1
81563,14,12,1,0,0,30,3,100,1,3
81564,14,12,0,0,0,53,1,100,0,3
81565,14,12,0,0,0,38,1,100,5,2
81566,14,10,0,0,1,47,1,100,0,2
81567,14,11,1,0,0,22,3,100,2,1
81568,14,11,0,0,0,26,1,100,0,2
81569,14,12,0,0,0,83,1,100,2,2
81570,14,12,0,0,0,78,1,100,0,1
81571,14,11,0,0,0,29,1,100,0,3
81572,14,12,1,0,1,23,3,100,1,2
81573,14,11,2,0,0,66,3,100,0,4
81574,14,12,1,0,0,22,3,100,1,1
81575,14,11,1,0,0,37,1,100,1,3
81576,14,10,0,0,0,36,1,100,0,1
81577,14,12,1,0,0,34,3,100,0,2
81578,14,11,1,0,0,35,1,100,4,2
81579,14,11,0,0,0,33,1,100,0,2
81580,14,10,0,0,0,26,1,100,2,2
81581,14,11,0,0,0,72,3,100,0,1
81582,14,11,1,0,0,22,3,100,1,1
81583,14,12,1,0,0,40,3,100,0,2
81584,14,12,1,0,0,35,3,100,1,2
81585,14,12,1,0,0,28,3,100,0,2
81586,14,11,1,0,0,26,3,100,1,2
81587,14,9,1,0,0,66,3,100,0,3
81588,14,12,1,0,0,29,3,100,0,1
81589,14,12,1,0,0,35,3,100,2,2
81590,14,12,0,0,0,30,1,100,0,2
81591,14,12,1,0,0,49,3,100,0,1
81592,14,12,0,0,0,54,1,100,0,2
81593,14,12,1,0,0,29,3,100,1,2
81594,14,11,1,0,0,39,3,100,1,1
81595,14,12,0,0,0,49,1,100,0,2
81596,14,9,1,0,1,66,1,100,0,3
81597,14,9,1,0,0,27,3,100,4,2
81598,14,12,0,0,0,68,1,100,0,3
81599,14,12,1,0,0,20,3,100,1,1
81600,14,11,0,0,0,49,1,100,0,4
81601,14,11,1,0,1,3,3,100,0,1
81602,14,12,0,0,0,38,3,100,0,2
81603,14,12,0,0,0,48,1,100,1,3
81604,14,12,0,0,1,53,1,100,0,2
81605,14,12,0,0,0,31,1,100,0,2
81606,14,12,1,0,0,51,1,100,1,1
81607,14,12,0,0,1,50,1,100,1,2
81608,14,8,1,0,0,47,3,100,2,3
81609,14,12,1,0,0,31,3,100,5,1
81610,14,12,1,0,0,25,3,100,5,1
81611,14,12,1,0,0,19,3,100,2,2
81612,14,12,1,0,1,57,3,100,3,2
81613,14,12,1,0,0,26,3,100,0,2
81614,14,11,1,0,0,45,3,100,2,1
81615,14,11,0,0,0,72,1,100,0,2
81616,14,10,1,0,0,29,3,100,2,2
81617,14,12,0,0,0,37,1,100,0,1
81618,14,12,1,0,0,32,3,100,1,2
81619,14,12,1,0,0,35,3,100,0,2
81620,14,12,0,0,0,79,1,100,0,3
81621,14,11,1,0,0,17,3,100,2,1
81622,14,12,1,0,0,44,1,100,0,2
81623,14,12,0,0,0,93,1,100,0,2
81624,14,10,1,0,0,32,3,100,0,3
81625,14,12,0,0,0,53,1,100,0,2
81626,14,12,0,0,0,71,1,100,0,2
81627,14,12,1,0,0,23,3,100,0,2
81628,14,12,1,0,0,27,3,100,1,4
81629,14,12,1,0,0,24,3,100,1,3
81630,14,12,0,0,1,72,1,100,0,2
81631,14,12,0,0,0,27,1,100,0,1
81632,14,12,0,0,0,63,1,100,0,2
81633,14,12,1,0,0,23,3,100,1,2
81634,14,10,1,0,0,49,1,100,0,1
81635,14,12,0,0,0,69,1,100,0,2
81636,14,12,2,0,0,79,1,100,0,2
81637,14,12,1,0,1,37,1,100,0,2
81638,14,12,0,0,0,71,1,100,0,1
81639,14,12,0,0,0,30,3,100,1,2
81640,14,11,1,0,0,33,3,100,4,2
81641,14,12,1,0,0,22,4,281,1,1
81642,14,12,1,0,0,48,1,100,0,1
81643,14,12,1,0,1,18,3,100,5,2
81644,14,12,1,0,1,18,3,100,0,1
81645,14,12,2,0,0,56,1,100,0,4
81646,14,12,1,0,0,24,3,100,2,1
81647,14,11,0,0,0,61,1,100,0,1
81648,14,12,1,0,0,57,3,100,1,2
81649,14,12,1,0,0,16,3,100,2,1
81650,14,10,1,0,0,23,3,100,1,1
81651,14,12,1,0,0,22,3,100,0,3
81652,14,12,0,0,0,37,1,100,0,1
81653,14,10,1,0,0,37,3,100,5,2
81654,14,10,1,0,0,23,3,100,3,3
81655,14,12,0,0,0,23,3,100,2,4
81656,14,12,1,0,0,52,1,100,2,4
81657,14,12,1,0,0,45,1,100,0,2
81658,14,12,0,0,0,26,1,100,2,1
81659,14,12,0,0,1,52,1,100,0,1
81660,14,12,0,0,1,50,1,100,0,3
81661,14,11,0,0,0,26,1,100,0,2
81662,14,12,2,0,0,57,1,100,0,1
81663,14,12,1,0,1,20,3,100,2,3
81664,14,1,0,0,0,50,3,100,0,1
81665,14,12,0,0,0,52,1,100,4,2
81666,14,10,0,0,0,28,3,100,0,2
81667,14,12,1,0,0,33,3,100,0,2
81668,14,12,1,0,0,23,3,100,2,1
81669,14,7,1,0,0,54,1,100,0,1
81670,14,11,1,0,0,49,1,100,0,2
81671,14,12,1,0,0,29,1,100,0,1
81672,14,12,1,0,0,23,3,100,1,3
81673,14,12,1,0,0,49,1,100,2,2
81674,14,12,0,0,1,39,1,100,0,3
81675,14,12,1,0,0,27,1,100,3,2
81676,14,12,1,0,0,47,3,100,5,2
81677,14,10,0,0,0,50,1,100,0,2
81678,14,12,1,0,0,19,3,100,2,1
81679,14,10,0,0,1,45,1,100,3,1
81680,14,7,1,0,0,54,1,100,0,5
81681,14,4,1,0,1,38,3,100,5,5
81682,14,12,1,0,0,27,3,100,0,1
81683,14,10,1,0,0,22,3,100,5,2
81684,14,11,1,0,0,27,3,100,2,2
81685,14,11,1,0,0,46,1,100,1,1
81686,14,1,1,0,0,18,3,100,1,2
81687,14,1,1,0,0,29,4,261,1,2
81688,14,1,1,0,0,34,3,100,0,2
81689,14,1,1,0,0,20,3,100,5,1
81690,14,1,1,0,0,21,4,261,1,2
81691,14,1,1,0,0,21,3,100,0,1
81692,14,1,1,0,0,25,3,100,5,2
81693,14,1,1,0,0,22,3,100,2,2
81694,14,1,1,0,1,28,3,100,5,2
81695,14,2,1,0,0,9,4,220,0,1
81696,14,2,1,0,0,25,3,100,1,2
81697,14,2,1,0,0,23,3,100,1,3
81698,14,3,1,0,0,66,1,100,0,4
81699,14,3,1,0,0,44,4,261,2,2
81700,14,4,1,0,0,19,4,211,5,2
81701,14,4,1,0,0,38,3,100,0,2
81702,14,4,1,0,0,46,3,100,2,4
81703,14,4,1,0,0,22,4,211,2,2
81704,14,5,1,0,0,31,3,100,1,2
81705,14,4,0,0,0,25,1,100,0,4
81706,14,5,1,0,0,20,3,100,1,2
81707,14,5,1,0,0,25,3,100,2,2
81708,14,6,1,0,0,29,3,100,1,3
81709,14,5,1,0,0,27,3,100,5,2
81710,14,6,1,0,0,48,3,100,1,1
81711,14,6,1,0,0,24,3,100,2,2
81712,14,6,1,0,0,38,3,100,0,2
81713,14,6,1,0,0,36,3,100,2,2
81714,14,7,1,0,0,22,4,220,1,2
81715,14,7,0,0,0,25,1,100,0,4
81716,14,7,0,0,0,48,4,261,5,2
81717,14,7,1,0,0,20,4,261,1,2
81718,14,7,0,0,0,24,1,100,0,3
81719,14,7,1,0,0,18,3,100,0,1
81720,14,8,1,0,0,27,3,100,0,1
81721,14,8,1,0,0,35,1,100,0,2
81722,14,8,1,0,1,26,3,100,1,4
81723,14,8,1,0,0,24,3,100,1,3
81724,14,1,0,0,0,86,1,100,0,2
81725,14,1,1,0,0,26,4,220,0,3
81726,14,1,0,0,0,46,1,100,0,2
81727,14,1,0,0,0,24,4,261,5,2
81728,14,1,0,0,0,50,1,100,0,4
81729,14,1,0,0,0,60,1,100,3,3
81730,14,1,1,0,0,23,3,100,1,1
81731,14,1,0,0,0,21,3,100,0,2
81732,14,1,1,0,1,22,1,100,0,2
81733,14,1,0,0,0,25,1,100,0,2
81734,14,1,0,0,0,25,4,220,0,3
81735,14,1,0,0,0,57,1,100,0,4
81736,14,1,1,0,0,52,1,100,0,2
81737,14,1,0,0,0,75,1,100,0,2
81738,14,1,0,0,0,53,1,100,0,4
81739,14,2,0,0,0,58,1,100,2,2
81740,14,2,0,0,0,46,1,100,0,2
81741,14,1,0,0,0,62,4,261,0,2
81742,14,2,0,0,1,43,1,100,0,4
81743,14,1,0,0,0,88,1,100,0,2
81744,14,2,1,0,1,23,4,220,0,3
81745,14,2,0,0,0,62,1,100,0,4
81746,14,1,0,0,0,21,1,100,0,1
81747,14,3,0,0,0,68,1,100,0,2
81748,14,2,0,0,0,54,4,261,2,1
81749,14,3,0,0,1,22,3,100,3,4
81750,14,3,0,0,0,51,1,100,5,2
81751,14,3,0,0,0,47,1,100,0,4
81752,14,3,0,0,0,52,1,100,0,2
81753,14,2,0,0,0,53,2,100,0,3
81754,14,3,0,0,0,65,1,100,0,1
81755,14,3,0,0,0,90,1,100,0,4
81756,14,3,1,0,0,17,1,100,2,1
81757,14,4,1,0,0,21,3,100,3,2
81758,14,4,1,0,0,25,3,100,5,2
81759,14,2,0,0,1,69,1,100,0,2
81760,14,4,0,0,1,49,1,100,3,2
81761,14,4,0,0,0,50,1,100,0,3
81762,14,4,1,0,0,18,1,100,0,2
81763,14,2,1,0,1,46,0,100,2,2
81764,14,4,0,0,0,83,1,100,0,2
81765,14,4,1,0,1,81,1,100,0,2
81766,14,4,0,0,1,49,1,100,0,2
81767,14,4,0,0,0,51,1,100,3,2
81768,14,3,0,0,0,78,1,100,0,2
81769,14,4,0,0,0,54,1,100,0,3
81770,14,4,0,0,0,91,1,100,0,2
81771,14,4,0,0,0,85,1,100,0,1
81772,14,5,0,0,0,59,1,100,0,2
81773,14,3,0,0,0,92,1,100,0,2
81774,14,5,0,0,0,25,1,100,2,3
81775,14,5,0,0,1,52,1,100,0,2
81776,14,5,1,1,0,29,1,100,0,3
81777,14,4,0,0,0,62,1,100,0,4
81778,14,3,0,0,0,18,1,100,0,2
81779,14,3,0,0,0,88,1,100,0,2
81780,14,5,0,0,0,23,1,100,0,4
81781,14,5,0,0,0,48,1,100,0,3
81782,14,5,0,0,0,26,1,100,0,2
81783,14,5,1,0,0,18,3,100,5,2
81784,14,6,0,0,0,57,1,100,0,4
81785,14,6,0,0,0,32,1,100,0,2
81786,14,6,0,0,0,56,1,100,0,2
81787,14,6,0,0,0,31,1,100,0,2
81788,14,6,0,0,0,70,1,100,0,3
81789,14,5,0,0,0,21,1,100,4,2
81790,14,6,0,0,0,93,1,100,2,3
81791,14,6,0,0,1,83,1,100,0,2
81792,14,6,1,0,0,18,3,100,3,1
81793,14,4,0,0,0,37,4,261,0,4
81794,14,5,0,0,0,94,1,100,0,2
81795,14,5,0,0,0,70,1,100,0,2
81796,14,6,0,0,0,27,1,100,0,2
81797,14,7,0,0,0,41,1,100,0,3
81798,14,7,0,0,0,75,4,271,0,2
81799,14,7,0,0,0,54,1,100,3,2
81800,14,7,0,0,1,55,1,100,2,2
81801,14,7,0,0,0,38,1,100,0,4
81802,14,7,0,0,0,61,1,100,1,4
81803,14,5,1,0,1,18,3,100,0,2
81804,14,6,1,0,0,23,3,100,1,1
81805,14,6,1,0,0,33,4,261,5,1
81806,14,6,1,1,0,34,1,100,0,3
81807,14,6,0,0,1,60,1,100,0,2
81808,14,8,0,0,0,68,1,100,0,1
81809,14,8,1,0,0,35,1,100,0,4
81810,14,8,1,0,0,29,1,100,0,3
81811,14,7,0,0,0,76,1,100,0,1
81812,14,4,0,0,0,40,1,100,0,4
81813,14,8,1,0,0,28,3,100,1,2
81814,14,8,0,0,0,81,1,100,0,4
81815,14,8,1,0,0,32,3,100,1,1
81816,14,8,0,0,0,53,1,100,0,3
81817,14,8,1,0,0,31,4,261,4,1
81818,14,8,1,0,0,33,4,220,0,1
81819,14,6,0,0,1,55,1,100,2,2
81820,14,8,0,0,0,65,1,100,0,4
81821,14,8,0,0,0,54,1,100,0,2
81822,14,7,1,0,0,27,3,100,1,2
81823,14,8,0,0,0,29,1,100,3,3
81824,14,1,0,0,0,56,1,100,5,2
81825,14,8,0,0,0,82,1,100,0,2
81826,14,8,1,0,0,32,1,100,0,3
81827,14,7,0,0,0,23,1,100,0,2
81828,14,8,1,0,0,26,4,220,0,1
81829,14,8,0,0,0,31,1,100,0,2
81830,14,8,1,0,0,31,4,261,5,2
81831,14,8,0,0,0,72,1,100,0,4
81832,14,8,1,0,0,27,3,100,5,2
81833,14,8,1,0,0,45,4,261,1,1
81834,14,3,0,0,0,79,1,100,0,1
81835,14,9,2,0,0,38,3,100,1,3
81836,14,9,2,0,0,49,4,280,2,3
81837,14,9,0,0,0,53,1,100,0,2
81838,14,9,0,0,0,68,1,100,0,2
81839,14,9,2,0,0,22,4,275,2,2
81840,14,10,0,0,0,46,1,100,1,4
81841,14,10,0,0,0,67,1,100,0,1
81842,14,9,2,0,1,24,4,280,0,1
81843,14,10,0,0,0,68,1,100,0,1
81844,14,9,2,0,0,21,1,100,1,2
81845,14,10,0,0,0,77,1,100,0,3
81846,14,10,2,0,0,34,3,100,2,4
81847,14,9,0,0,0,62,1,100,0,2
81848,14,10,0,0,1,32,1,100,0,2
81849,14,10,2,0,0,25,1,100,0,2
81850,14,10,0,0,0,16,1,100,0,1
81851,14,10,2,0,0,19,1,100,5,2
81852,14,10,0,0,0,28,1,100,2,4
81853,14,10,2,0,0,19,1,100,2,2
81854,14,10,2,0,1,35,4,275,0,1
81855,14,10,2,0,0,36,4,261,4,2
81856,14,10,0,0,1,54,1,100,0,4
81857,14,10,0,0,0,43,1,100,0,2
81858,14,10,1,1,0,25,4,261,0,1
81859,14,10,0,0,0,59,1,100,0,2
81860,14,10,0,0,0,37,3,100,0,1
81861,14,11,2,0,1,35,1,100,5,2
81862,14,11,0,0,0,47,1,100,0,1
81863,14,11,0,0,1,57,1,100,0,3
81864,14,11,0,0,0,50,1,100,0,4
81865,14,11,0,0,1,51,1,100,0,3
